"","scientificName","family","eventDate","decimalLongitude","decimalLatitude","basisOfRecord","date_year","individualCount","identifiedBy","datasetID","datasetName","dataset_id","institutionCode","ownerInstitutionCode","collectionCode","catalogNumber","occurrenceStatus","samplingEffort"
"312","Gavia immer","Gaviidae","2005-01-31T12:35:00",-76.6048,34.4825,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1029","present",NA
"313","Morus bassanus","Sulidae","2005-01-20T17:03:00",-75.7282,34.9788,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_679","present",NA
"314","Morus bassanus","Sulidae","2005-01-20T11:15:00",-75.7203,35.0723,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_578","present",NA
"315","Alca torda","Alcidae","2005-02-02T12:19:00",-77.0553,34.4405,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1253","present",NA
"316","Larus argentatus","Laridae","2005-01-31T12:34:00",-76.6027,34.4828,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1028","present",NA
"317","Morus bassanus","Sulidae","2005-01-21T12:08:00",-75.6912,35.0493,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_851","present",NA
"318","Morus bassanus","Sulidae","2005-01-25T15:23:00",-76.0455,34.9047,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_926","present",NA
"319","Alle alle","Alcidae","2005-02-01T13:21:00",-77.002,34.3055,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1192","present",NA
"320","Larus philadelphia","Laridae","2005-01-26T11:18:00",-75.934,34.8998,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_971","present",NA
"321","Morus bassanus","Sulidae","2005-01-20T12:57:00",-75.8693,34.9517,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_639","present",NA
"322","Morus bassanus","Sulidae","2005-01-20T12:34:00",-75.8282,34.9825,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_621","present",NA
"323","Morus bassanus","Sulidae","2005-01-26T11:36:00",-75.895,34.893,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_975","present",NA
"324","Puffinus gravis","Procellariidae","2004-08-11T07:06:00",-74.9505,35.585,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_205","present",NA
"325","Morus bassanus","Sulidae","2005-02-01T11:44:00",-76.9745,34.4462,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1153","present",NA
"326","Larus philadelphia","Laridae","2005-01-25T16:10:00",-75.9905,34.9158,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_933","present",NA
"327","Gavia immer","Gaviidae","2005-01-25T13:06:00",-76.245,34.7205,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_895","present",NA
"328","Morus bassanus","Sulidae","2005-01-19T10:45:00",-76.2538,34.6822,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_356","present",NA
"329","Morus bassanus","Sulidae","2005-01-20T07:18:00",-76.1578,34.92,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_488","present",NA
"330","Morus bassanus","Sulidae","2005-01-19T14:42:00",-75.7563,34.936,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_439","present",NA
"331","Morus bassanus","Sulidae","2005-01-20T10:53:00",-75.7613,35.0495,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_566","present",NA
"332","Morus bassanus","Sulidae","2005-01-21T11:30:00",-75.626,35.0907,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_821","present",NA
"333","Morus bassanus","Sulidae","2005-01-19T16:05:00",-75.6897,34.8692,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_465","present",NA
"334","Morus bassanus","Sulidae","2005-01-20T10:20:00",-75.8222,35.0163,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_557","present",NA
"335","Morus bassanus","Sulidae","2005-01-26T11:00:00",-75.9737,34.9077,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_964","present",NA
"336","Gavia immer","Gaviidae","2005-02-02T08:07:00",-76.6532,34.5357,"HumanObservation",2005,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1234","present",NA
"337","Morus bassanus","Sulidae","2005-01-21T08:20:00",-75.9162,34.9715,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_698","present",NA
"338","Larus argentatus","Laridae","2005-01-19T10:50:00",-76.2425,34.6892,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_361","present",NA
"339","Morus bassanus","Sulidae","2005-01-31T13:27:00",-76.7155,34.461,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1051","present",NA
"340","Morus bassanus","Sulidae","2005-01-26T12:42:00",-75.7553,34.8658,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_988","present",NA
"341","Morus bassanus","Sulidae","2005-01-20T11:59:00",-75.7698,35.0282,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_596","present",NA
"342","Larus philadelphia","Laridae","2005-01-26T10:06:00",-75.9712,34.8888,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_950","present",NA
"343","Morus bassanus","Sulidae","2005-02-01T09:33:00",-76.701,34.4522,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1124","present",NA
"344","Larus marinus","Laridae","2005-01-21T12:41:00",-75.7482,35.014,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_872","present",NA
"345","Larus marinus","Laridae","2005-01-21T11:46:00",-75.6525,35.073,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_832","present",NA
"346","Morus bassanus","Sulidae","2005-01-20T11:25:00",-75.7183,35.072,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_579","present",NA
"347","Morus bassanus","Sulidae","2005-01-19T08:28:00",-76.283,34.6532,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_338","present",NA
"348","Morus bassanus","Sulidae","2005-02-01T08:25:00",-76.6317,34.5013,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1106","present",NA
"349","Morus bassanus","Sulidae","2005-02-01T08:04:00",-76.6517,34.5347,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1095","present",NA
"350","Morus bassanus","Sulidae","2005-02-02T07:41:00",-76.6523,34.5708,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1230","present",NA
"351","Alle alle","Alcidae","2005-02-01T15:10:00",-76.8293,34.3377,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1199","present",NA
"352","Larus marinus","Laridae","2005-01-21T13:36:00",-75.743,34.9443,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_890","present",NA
"353","Larus argentatus","Laridae","2005-01-20T07:16:00",-76.1663,34.9202,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_484","present",NA
"354","Morus bassanus","Sulidae","2005-01-21T09:57:00",-75.7397,35.0608,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_750","present",NA
"355","Morus bassanus","Sulidae","2005-01-19T15:01:00",-75.7167,34.8988,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_453","present",NA
"356","Morus bassanus","Sulidae","2005-01-21T11:03:00",-75.6155,35.1192,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_803","present",NA
"357","Larus marinus","Laridae","2005-01-21T11:40:00",-75.6432,35.0792,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_829","present",NA
"358","Morus bassanus","Sulidae","2005-01-21T11:56:00",-75.6705,35.0622,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_843","present",NA
"359","Morus bassanus","Sulidae","2005-01-19T13:35:00",-75.8277,34.936,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_423","present",NA
"360","Morus bassanus","Sulidae","2005-01-21T10:27:00",-75.6828,35.088,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_771","present",NA
"361","Alle alle","Alcidae","2005-02-01T12:39:00",-77.006,34.3757,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1180","present",NA
"362","Larus philadelphia","Laridae","2005-02-01T16:04:00",-76.7265,34.3715,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1221","present",NA
"363","Alca torda","Alcidae","2005-01-21T11:25:00",-75.6168,35.0963,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_814","present",NA
"364","Morus bassanus","Sulidae","2005-01-21T09:22:00",-75.8032,35.0297,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_726","present",NA
"365","Morus bassanus","Sulidae","2005-01-20T09:06:00",-75.9595,34.9465,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_522","present",NA
"366","Morus bassanus","Sulidae","2005-01-19T08:26:00",-76.2857,34.6497,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_336","present",NA
"367","Morus bassanus","Sulidae","2005-01-19T07:32:00",-76.3485,34.5615,"HumanObservation",2005,4,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_301","present",NA
"368","Morus bassanus","Sulidae","2005-01-31T10:58:00",-76.6507,34.5418,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1000","present",NA
"369","Morus bassanus","Sulidae","2005-01-19T11:29:00",-76.1517,34.7458,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_376","present",NA
"370","Morus bassanus","Sulidae","2005-01-20T08:57:00",-75.9753,34.9382,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_515","present",NA
"371","Morus bassanus","Sulidae","2005-01-20T12:32:00",-75.8237,34.986,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_617","present",NA
"372","Morus bassanus","Sulidae","2005-01-20T12:53:00",-75.8618,34.957,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_638","present",NA
"373","Morus bassanus","Sulidae","2005-02-02T11:55:00",-77.0017,34.4433,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1242","present",NA
"374","Morus bassanus","Sulidae","2005-01-19T14:36:00",-75.7688,34.9473,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_434","present",NA
"375","Morus bassanus","Sulidae","2005-01-20T12:26:00",-75.8147,34.9932,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_610","present",NA
"376","Larus marinus","Laridae","2005-01-26T07:29:00",-75.9455,34.727,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_940","present",NA
"377","Morus bassanus","Sulidae","2005-02-01T10:02:00",-76.7595,34.4475,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1135","present",NA
"378","Larus argentatus","Laridae","2005-01-20T07:19:00",-76.1537,34.92,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_490","present",NA
"379","Puffinus lherminieri","Procellariidae","2004-08-11T17:12:00",-74.8403,35.403,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_277","present",NA
"380","Morus bassanus","Sulidae","2005-01-20T12:52:00",-75.8607,34.958,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_637","present",NA
"381","Larus philadelphia","Laridae","2005-01-21T13:38:00",-75.7405,34.941,"HumanObservation",2005,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_894","present",NA
"382","Morus bassanus","Sulidae","2005-01-20T11:50:00",-75.7552,35.0402,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_592","present",NA
"383","Larus marinus","Laridae","2005-01-31T11:00:00",-76.6488,34.5387,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1002","present",NA
"384","Larus philadelphia","Laridae","2005-01-26T11:03:00",-75.9672,34.9063,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_965","present",NA
"385","Larus philadelphia","Laridae","2005-01-26T10:59:00",-75.9758,34.9082,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_963","present",NA
"386","Larus philadelphia","Laridae","2005-01-21T10:37:00",-75.664,35.0967,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_777","present",NA
"387","Larus marinus","Laridae","2005-01-20T10:34:00",-75.7955,35.0305,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_558","present",NA
"388","Morus bassanus","Sulidae","2005-01-20T12:00:00",-75.7725,35.0263,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_598","present",NA
"389","Morus bassanus","Sulidae","2005-01-25T15:20:00",-76.0502,34.9005,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_920","present",NA
"390","Morus bassanus","Sulidae","2005-01-20T09:43:00",-75.8903,34.9812,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_544","present",NA
"391","Larus philadelphia","Laridae","2005-01-20T16:12:00",-75.8098,34.9117,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_674","present",NA
"392","Calonectris diomedea","Procellariidae","2004-08-10T18:14:00",-74.6017,35.9162,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_191","present",NA
"393","Morus bassanus","Sulidae","2005-01-31T16:40:00",-76.6215,34.4885,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1078","present",NA
"394","Larus argentatus","Laridae","2005-01-21T09:36:00",-75.7773,35.0425,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_735","present",NA
"395","Morus bassanus","Sulidae","2005-01-31T16:34:00",-76.6267,34.4985,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1077","present",NA
"396","Larus argentatus","Laridae","2005-01-19T14:41:00",-75.7573,34.937,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_438","present",NA
"397","Morus bassanus","Sulidae","2005-01-21T13:28:00",-75.7508,34.9547,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_885","present",NA
"398","Larus philadelphia","Laridae","2005-01-31T11:43:00",-76.6118,34.4702,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1022","present",NA
"399","Larus argentatus","Laridae","2005-01-26T07:51:00",-75.8887,34.7333,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_944","present",NA
"400","Morus bassanus","Sulidae","2005-01-20T12:43:00",-75.8425,34.9717,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_633","present",NA
"401","Larus philadelphia","Laridae","2005-01-20T15:52:00",-75.8437,34.8837,"HumanObservation",2005,8,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_668","present",NA
"402","Alle alle","Alcidae","2005-02-01T10:52:00",-76.8648,34.4457,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1149","present",NA
"403","Morus bassanus","Sulidae","2005-01-21T09:31:00",-75.7863,35.038,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_731","present",NA
"404","Morus bassanus","Sulidae","2005-01-19T08:43:00",-76.2662,34.675,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_352","present",NA
"405","Morus bassanus","Sulidae","2005-01-25T13:24:00",-76.2207,34.743,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_900","present",NA
"406","Morus bassanus","Sulidae","2005-01-21T10:13:00",-75.7093,35.0755,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_766","present",NA
"407","Morus bassanus","Sulidae","2005-01-21T12:14:00",-75.7007,35.0435,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_857","present",NA
"408","Morus bassanus","Sulidae","2005-01-19T07:54:00",-76.3158,34.6087,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_320","present",NA
"409","Morus bassanus","Sulidae","2005-02-01T08:56:00",-76.623,34.4583,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1110","present",NA
"410","Morus bassanus","Sulidae","2005-01-26T12:41:00",-75.7575,34.8663,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_986","present",NA
"411","Larus philadelphia","Laridae","2005-02-01T12:11:00",-77.0043,34.4222,"HumanObservation",2005,15,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1165","present",NA
"412","Morus bassanus","Sulidae","2005-02-01T12:12:00",-77.0043,34.4205,"HumanObservation",2005,15,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1166","present",NA
"413","Morus bassanus","Sulidae","2005-02-02T09:10:00",-76.6393,34.456,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1237","present",NA
"414","Morus bassanus","Sulidae","2005-01-19T16:40:00",-75.7537,34.9283,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_477","present",NA
"415","Morus bassanus","Sulidae","2005-01-21T11:02:00",-75.6162,35.1188,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_802","present",NA
"416","Oceanites oceanicus","Hydrobatidae","2004-08-10T12:18:00",-74.603,35.6242,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_164","present",NA
"417","Larus philadelphia","Laridae","2005-01-21T10:58:00",-75.6242,35.115,"HumanObservation",2005,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_795","present",NA
"418","Morus bassanus","Sulidae","2005-01-31T11:35:00",-76.6183,34.4828,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1016","present",NA
"419","Morus bassanus","Sulidae","2005-01-31T12:58:00",-76.6545,34.4722,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1041","present",NA
"420","Morus bassanus","Sulidae","2005-01-21T10:11:00",-75.7128,35.0737,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_764","present",NA
"421","Morus bassanus","Sulidae","2005-01-21T11:26:00",-75.6192,35.095,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_815","present",NA
"422","Morus bassanus","Sulidae","2005-01-19T08:38:00",-76.2695,34.6703,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_345","present",NA
"423","Morus bassanus","Sulidae","2005-01-19T07:43:00",-76.333,34.5833,"HumanObservation",2005,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_307","present",NA
