"","scientificName","family","eventDate","decimalLongitude","decimalLatitude","basisOfRecord","date_year","individualCount","identifiedBy","datasetID","datasetName","dataset_id","institutionCode","ownerInstitutionCode","collectionCode","catalogNumber","occurrenceStatus","samplingEffort"
"424","Morus bassanus","Sulidae","2005-01-31T11:14:00",-76.637,34.5163,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1007","present",NA
"425","Morus bassanus","Sulidae","2005-01-19T07:27:00",-76.3547,34.5497,"HumanObservation",2005,9,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_297","present",NA
"426","Larus marinus","Laridae","2005-01-21T13:37:00",-75.7418,34.9428,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_891","present",NA
"427","Morus bassanus","Sulidae","2005-02-01T12:27:00",-77.0057,34.3955,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1174","present",NA
"428","Larus marinus","Laridae","2005-01-26T10:44:00",-76.0082,34.9145,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_957","present",NA
"429","Morus bassanus","Sulidae","2005-01-19T07:30:00",-76.3523,34.5563,"HumanObservation",2005,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_299","present",NA
"430","Alca torda","Alcidae","2005-01-31T11:43:00",-76.6118,34.4702,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1021","present",NA
"431","Morus bassanus","Sulidae","2005-01-19T08:40:00",-76.2675,34.6732,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_347","present",NA
"432","Larus argentatus","Laridae","2005-02-01T12:09:00",-77.004,34.4255,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1162","present",NA
"433","Fulmarus glacialis","Procellariidae","2005-01-31T12:31:00",-76.596,34.4838,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1027","present",NA
"434","Morus bassanus","Sulidae","2005-01-21T09:20:00",-75.807,35.0277,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_725","present",NA
"435","Puffinus gravis","Procellariidae","2004-08-09T11:21:00",-75.0038,35.5823,"HumanObservation",2004,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_74","present",NA
"436","Morus bassanus","Sulidae","2005-01-20T10:49:00",-75.7672,35.0462,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_564","present",NA
"437","Morus bassanus","Sulidae","2005-01-19T11:44:00",-76.114,34.7683,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_382","present",NA
"438","Larus philadelphia","Laridae","2005-02-01T10:22:00",-76.8017,34.4458,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1141","present",NA
"439","Morus bassanus","Sulidae","2005-01-21T10:06:00",-75.7232,35.0688,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_758","present",NA
"440","Morus bassanus","Sulidae","2005-01-21T09:27:00",-75.7943,35.0342,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_727","present",NA
"441","Larus philadelphia","Laridae","2005-01-26T10:56:00",-75.9823,34.9095,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_960","present",NA
"442","Larus marinus","Laridae","2005-01-20T12:41:00",-75.8395,34.9738,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_631","present",NA
"443","Larus marinus","Laridae","2005-01-20T07:54:00",-76.0418,34.9162,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_508","present",NA
"444","Morus bassanus","Sulidae","2005-01-21T10:33:00",-75.6715,35.0933,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_773","present",NA
"445","Larus marinus","Laridae","2005-01-21T13:29:00",-75.7493,34.9523,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_887","present",NA
"446","Larus marinus","Laridae","2005-01-31T12:28:00",-76.5895,34.4848,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1026","present",NA
"447","Puffinus gravis","Procellariidae","2004-08-10T11:06:00",-74.7408,35.584,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_147","present",NA
"448","Larus argentatus","Laridae","2005-01-21T12:29:00",-75.7272,35.027,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_862","present",NA
"449","Larus argentatus","Laridae","2005-01-31T16:31:00",-76.6293,34.5035,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1075","present",NA
"450","Morus bassanus","Sulidae","2005-01-21T09:41:00",-75.7692,35.0465,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_742","present",NA
"451","Larus philadelphia","Laridae","2005-01-21T09:27:00",-75.7933,35.0345,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_728","present",NA
"452","Morus bassanus","Sulidae","2005-01-25T15:42:00",-76.0123,34.9268,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_930","present",NA
"453","Oceanites oceanicus","Hydrobatidae","2004-08-10T12:22:00",-74.612,35.6348,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_165","present",NA
"454","Morus bassanus","Sulidae","2005-01-20T07:18:00",-76.157,34.92,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_489","present",NA
"455","Larus argentatus","Laridae","2005-01-26T12:48:00",-75.7417,34.8638,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_991","present",NA
"456","Morus bassanus","Sulidae","2005-01-20T07:16:00",-76.1662,34.9202,"HumanObservation",2005,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_485","present",NA
"457","Morus bassanus","Sulidae","2005-02-01T08:11:00",-76.645,34.5233,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1100","present",NA
"458","Morus bassanus","Sulidae","2005-01-20T10:52:00",-75.762,35.049,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_565","present",NA
"459","Morus bassanus","Sulidae","2005-01-19T15:03:00",-75.7127,34.8948,"HumanObservation",2005,5,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_456","present",NA
"460","Morus bassanus","Sulidae","2005-01-21T11:32:00",-75.6288,35.0887,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_825","present",NA
"461","Morus bassanus","Sulidae","2005-01-31T16:29:00",-76.631,34.507,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1073","present",NA
"462","Larus argentatus","Laridae","2005-01-26T12:39:00",-75.7618,34.8672,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_984","present",NA
"463","Morus bassanus","Sulidae","2005-01-21T12:47:00",-75.7598,35.0067,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_873","present",NA
"464","Morus bassanus","Sulidae","2005-01-21T10:41:00",-75.6553,35.1007,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_781","present",NA
"465","Oceanodroma leucorhoa","Hydrobatidae","2004-08-05T15:46:00",-75.1657,35.7617,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_42","present",NA
"466","Alca torda","Alcidae","2005-01-19T12:21:00",-76.0207,34.824,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_395","present",NA
"467","Morus bassanus","Sulidae","2005-02-01T08:37:00",-76.6195,34.4827,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1107","present",NA
"468","Morus bassanus","Sulidae","2005-01-21T11:48:00",-75.6565,35.0707,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_836","present",NA
"469","Morus bassanus","Sulidae","2005-01-19T08:25:00",-76.2875,34.6473,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_334","present",NA
"470","Alca torda","Alcidae","2005-02-01T12:32:00",-77.0058,34.3872,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1176","present",NA
"471","Morus bassanus","Sulidae","2005-02-02T07:33:00",-76.6408,34.5892,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1227","present",NA
"472","Morus bassanus","Sulidae","2005-01-19T07:53:00",-76.3175,34.6065,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_317","present",NA
"473","Morus bassanus","Sulidae","2005-01-21T09:40:00",-75.771,35.0457,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_740","present",NA
"474","Morus bassanus","Sulidae","2005-01-20T12:42:00",-75.8415,34.9725,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_632","present",NA
"475","Larus marinus","Laridae","2005-01-19T14:32:00",-75.776,34.954,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_431","present",NA
"476","Morus bassanus","Sulidae","2005-01-19T07:54:00",-76.3168,34.6073,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_318","present",NA
"477","Morus bassanus","Sulidae","2005-01-19T10:41:00",-76.263,34.6767,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_353","present",NA
"478","Larus philadelphia","Laridae","2005-02-01T12:07:00",-77.0038,34.4288,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1160","present",NA
"479","Morus bassanus","Sulidae","2005-01-20T07:49:00",-76.058,34.917,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_503","present",NA
"480","Morus bassanus","Sulidae","2005-01-20T09:19:00",-75.9358,34.959,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_530","present",NA
"481","Larus philadelphia","Laridae","2005-01-21T12:35:00",-75.7388,35.0198,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_870","present",NA
"482","Morus bassanus","Sulidae","2005-01-20T08:55:00",-75.9785,34.9367,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_514","present",NA
"483","Morus bassanus","Sulidae","2005-02-01T08:13:00",-76.6432,34.5202,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1101","present",NA
"484","Morus bassanus","Sulidae","2005-01-21T07:21:00",-76.0247,34.917,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_682","present",NA
"485","Morus bassanus","Sulidae","2005-01-19T16:24:00",-75.726,34.9018,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_473","present",NA
"486","Morus bassanus","Sulidae","2005-01-19T12:25:00",-76.012,34.8292,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_398","present",NA
"487","Larus philadelphia","Laridae","2005-01-20T10:58:00",-75.7518,35.0547,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_569","present",NA
"488","Morus bassanus","Sulidae","2005-01-25T16:15:00",-75.9962,34.9068,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_935","present",NA
"489","Morus bassanus","Sulidae","2005-02-01T09:18:00",-76.6697,34.4547,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1118","present",NA
"490","Morus bassanus","Sulidae","2005-01-19T10:56:00",-76.2273,34.6987,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_364","present",NA
"491","Morus bassanus","Sulidae","2005-01-19T07:33:00",-76.3468,34.5638,"HumanObservation",2005,4,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_302","present",NA
"492","Morus bassanus","Sulidae","2005-01-19T16:41:00",-75.756,34.9305,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_478","present",NA
"493","Larus marinus","Laridae","2005-01-21T11:45:00",-75.651,35.074,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_831","present",NA
"494","Morus bassanus","Sulidae","2005-02-01T08:19:00",-76.6375,34.5107,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1104","present",NA
"495","Morus bassanus","Sulidae","2005-01-20T12:30:00",-75.8202,34.9888,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_613","present",NA
"496","Morus bassanus","Sulidae","2005-01-20T12:37:00",-75.8325,34.9792,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_626","present",NA
"497","Morus bassanus","Sulidae","2005-01-20T11:13:00",-75.7238,35.0703,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_577","present",NA
"498","Larus argentatus","Laridae","2005-01-26T16:29:00",-75.8222,34.8408,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_999","present",NA
"499","Morus bassanus","Sulidae","2005-01-19T14:29:00",-75.7808,34.9585,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_428","present",NA
"500","Larus philadelphia","Laridae","2005-01-26T10:43:00",-76.0103,34.9148,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_956","present",NA
"501","Larus philadelphia","Laridae","2005-01-26T10:56:00",-75.9823,34.9095,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_959","present",NA
"502","Oceanites oceanicus","Hydrobatidae","2004-08-09T18:52:00",-74.8028,35.916,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_105","present",NA
"503","Morus bassanus","Sulidae","2005-01-19T08:21:00",-76.2928,34.6403,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_330","present",NA
"504","Larus philadelphia","Laridae","2005-02-01T12:48:00",-77.0055,34.3608,"HumanObservation",2005,23,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1187","present",NA
"505","Morus bassanus","Sulidae","2005-01-21T07:30:00",-76.0092,34.9248,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_684","present",NA
"506","Morus bassanus","Sulidae","2005-01-31T16:53:00",-76.6097,34.4675,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1083","present",NA
"507","Puffinus gravis","Procellariidae","2004-08-10T10:34:00",-74.801,35.5833,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_129","present",NA
"508","Morus bassanus","Sulidae","2005-02-01T12:40:00",-77.0058,34.374,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1181","present",NA
"509","Morus bassanus","Sulidae","2005-01-19T12:11:00",-76.0463,34.8087,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_391","present",NA
"510","Larus marinus","Laridae","2005-01-20T14:10:00",-75.9942,34.855,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_656","present",NA
"511","Morus bassanus","Sulidae","2005-01-20T07:15:00",-76.1665,34.9202,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_483","present",NA
"512","Morus bassanus","Sulidae","2005-01-19T07:31:00",-76.3498,34.5597,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_300","present",NA
"513","Morus bassanus","Sulidae","2005-01-20T09:00:00",-75.9697,34.9412,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_518","present",NA
"514","Morus bassanus","Sulidae","2005-01-19T14:37:00",-75.7652,34.9442,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_435","present",NA
"515","Alca torda","Alcidae","2005-01-21T10:59:00",-75.6218,35.1162,"HumanObservation",2005,7,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_796","present",NA
"516","Larus marinus","Laridae","2005-01-31T14:42:00",-76.7808,34.4765,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1055","present",NA
"517","Puffinus gravis","Procellariidae","2004-08-10T11:20:00",-74.7097,35.5838,"HumanObservation",2004,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_152","present",NA
"518","Larus philadelphia","Laridae","2005-02-01T15:00:00",-76.8478,34.3312,"HumanObservation",2005,5,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1198","present",NA
"519","Gavia immer","Gaviidae","2005-01-31T11:25:00",-76.627,34.499,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1013","present",NA
"520","Morus bassanus","Sulidae","2005-01-21T11:44:00",-75.6492,35.0752,"HumanObservation",2005,2,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_830","present",NA
"521","Larus argentatus","Laridae","2005-02-01T09:38:00",-76.7115,34.4513,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1126","present",NA
"522","Morus bassanus","Sulidae","2005-01-31T11:10:00",-76.6407,34.5228,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1005","present",NA
"523","Larus philadelphia","Laridae","2005-01-26T11:39:00",-75.8887,34.892,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_978","present",NA
"524","Larus argentatus","Laridae","2005-01-19T14:44:00",-75.751,34.9312,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_441","present",NA
"525","Morus bassanus","Sulidae","2005-01-19T08:24:00",-76.2885,34.6458,"HumanObservation",2005,3,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_333","present",NA
"526","Morus bassanus","Sulidae","2005-01-21T10:07:00",-75.7212,35.0697,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_759","present",NA
"527","Morus bassanus","Sulidae","2005-01-20T09:13:00",-75.9453,34.954,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_528","present",NA
"528","Morus bassanus","Sulidae","2005-01-21T08:35:00",-75.8883,34.986,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_704","present",NA
"529","Larus marinus","Laridae","2005-01-19T14:39:00",-75.7612,34.9403,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_437","present",NA
"530","Morus bassanus","Sulidae","2005-01-25T14:11:00",-76.1525,34.8067,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_909","present",NA
"531","Morus bassanus","Sulidae","2005-02-02T08:18:00",-76.6435,34.517,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1235","present",NA
"532","Morus bassanus","Sulidae","2005-01-20T07:23:00",-76.1413,34.9198,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_493","present",NA
"533","Morus bassanus","Sulidae","2005-01-25T13:43:00",-76.1932,34.7687,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_903","present",NA
"534","Gavia immer","Gaviidae","2005-02-01T15:29:00",-76.7935,34.3502,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_1204","present",NA
"535","Morus bassanus","Sulidae","2005-01-19T16:21:00",-75.7195,34.8958,"HumanObservation",2005,1,NA,"298","Cape Hatteras 04-05","d5cd9197-6fce-46f4-a3da-070fc9a6aa8d","DON","DOD;DON","298","298_471","present",NA
