"","scientificName","family","eventDate","decimalLongitude","decimalLatitude","basisOfRecord","date_year","individualCount","identifiedBy","datasetID","datasetName","dataset_id","institutionCode","ownerInstitutionCode","collectionCode","catalogNumber","occurrenceStatus","samplingEffort"
"147","Puffinus gravis","Procellariidae","2005-07-20T17:59:24Z",-69.61142,43.29967,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","3863",NA,NA
"148","Larus marinus","Laridae","2005-07-26T16:45:36Z",-69.47733,43.09717,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","9478",NA,NA
"149","Oceanites oceanicus","Hydrobatidae","2005-07-23T17:24:36Z",-69.58175,43.24758,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6599",NA,NA
"150","Larus marinus","Laridae","2005-07-11T13:48:36Z",-69.52833,43.20381,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","313",NA,NA
"151","Larus marinus","Laridae","2005-07-28T19:03:00Z",-69.54083,43.19691,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10421",NA,NA
"152","Larus argentatus","Laridae","2005-07-20T20:10:12Z",-69.4565,43.04741,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4659",NA,NA
"153","Larus marinus","Laridae","2005-07-20T19:52:12Z",-69.473,43.09941,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4549",NA,NA
"154","Larus marinus","Laridae","2005-07-23T17:28:48Z",-69.54783,43.19716,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6624",NA,NA
"155","Larus argentatus","Laridae","2005-07-21T12:39:00Z",-69.54816,43.19742,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5548",NA,NA
"156","Larus argentatus","Laridae","2005-07-20T17:58:48Z",-69.61142,43.29967,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","3860",NA,NA
"157","Puffinus gravis","Procellariidae","2005-07-29T19:16:48Z",-69.45392,43.04811,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11724",NA,NA
"158","Larus argentatus","Laridae","2005-07-23T17:30:00Z",-69.54783,43.19716,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6629",NA,NA
"159","Larus marinus","Laridae","2005-07-28T18:18:00Z",-69.58684,43.24659,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10150",NA,NA
"160","Larus marinus","Laridae","2005-07-23T17:28:48Z",-69.54783,43.19716,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6622",NA,NA
"161","Oceanites oceanicus","Hydrobatidae","2005-07-28T20:28:48Z",-69.96492,43.05133,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10939",NA,NA
"162","Larus marinus","Laridae","2005-07-28T17:42:36Z",-69.61541,43.303,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","9934",NA,NA
"163","Oceanites oceanicus","Hydrobatidae","2005-07-20T20:06:36Z",-69.4565,43.04741,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4637",NA,NA
"164","Larus marinus","Laridae","2005-07-28T17:38:24Z",-69.61541,43.303,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","9910",NA,NA
"165","Oceanites oceanicus","Hydrobatidae","2005-07-24T19:38:24Z",-70.0846,43.11317,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8658",NA,NA
"166","Puffinus gravis","Procellariidae","2005-07-12T15:57:00Z",-69.58182,43.25141,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","1423",NA,NA
"167","Larus argentatus","Laridae","2005-07-11T13:01:12Z",-69.60543,43.31059,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","30",NA,NA
"168","Larus marinus","Laridae","2005-07-28T19:44:24Z",-69.47741,43.09792,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10668",NA,NA
"169","Oceanites oceanicus","Hydrobatidae","2005-07-21T13:57:00Z",-69.47726,43.09127,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6018",NA,NA
"170","Oceanites oceanicus","Hydrobatidae","2005-07-24T19:43:48Z",-70.0846,43.11317,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8691",NA,NA
"171","Morus bassanus","Sulidae","2005-07-12T16:33:00Z",-69.54934,43.20177,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","1639",NA,NA
"172","Larus marinus","Laridae","2005-07-24T16:48:00Z",-69.60484,43.29847,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7631",NA,NA
"173","Larus argentatus","Laridae","2005-07-28T20:05:24Z",-69.45475,43.0495,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10794",NA,NA
"174","Puffinus gravis","Procellariidae","2005-07-20T20:10:48Z",-69.4565,43.04741,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4663",NA,NA
"175","Puffinus gravis","Procellariidae","2005-07-12T17:10:12Z",-69.51206,43.13414,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","1864",NA,NA
"176","Oceanites oceanicus","Hydrobatidae","2005-07-11T13:49:12Z",-69.52833,43.20381,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","317",NA,NA
"177","Puffinus gravis","Procellariidae","2005-07-20T19:43:12Z",-69.521,43.1465,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4494",NA,NA
"178","Larus marinus","Laridae","2005-07-28T18:22:48Z",-69.58684,43.24659,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10178",NA,NA
"179","Larus argentatus","Laridae","2005-07-20T18:43:48Z",-69.54642,43.19733,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4131",NA,NA
"180","Oceanites oceanicus","Hydrobatidae","2005-07-21T13:15:36Z",-69.51974,43.14525,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5769",NA,NA
"181","Larus marinus","Laridae","2005-07-20T18:45:36Z",-69.54642,43.19733,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4142",NA,NA
"182","Larus marinus","Laridae","2005-07-28T18:13:48Z",-69.58684,43.24659,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10123",NA,NA
"183","Larus marinus","Laridae","2005-07-23T17:16:12Z",-69.58175,43.24758,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6547",NA,NA
"184","Larus marinus","Laridae","2005-07-20T18:27:00Z",-69.54642,43.19733,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4030",NA,NA
"185","Larus argentatus","Laridae","2005-07-23T19:46:12Z",-70.04492,43.20284,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7457",NA,NA
"186","Larus marinus","Laridae","2005-07-29T18:56:24Z",-69.47766,43.0968,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11600",NA,NA
"187","Larus marinus","Laridae","2005-07-28T19:21:00Z",-69.51225,43.14367,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10527",NA,NA
"188","Larus marinus","Laridae","2005-07-29T19:16:48Z",-69.45392,43.04811,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11722",NA,NA
"189","Oceanites oceanicus","Hydrobatidae","2005-07-24T19:43:12Z",-70.0846,43.11317,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8688",NA,NA
"190","Larus argentatus","Laridae","2005-07-20T18:46:12Z",-69.54642,43.19733,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4148",NA,NA
"191","Oceanites oceanicus","Hydrobatidae","2005-07-29T19:52:48Z",-70.08554,43.1199,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11941",NA,NA
"192","Larus argentatus","Laridae","2005-07-12T15:24:00Z",-69.62283,43.30359,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","1222",NA,NA
"193","Larus argentatus","Laridae","2005-07-28T20:34:48Z",-70.07958,43.11592,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10978",NA,NA
"194","Larus marinus","Laridae","2005-07-21T12:13:12Z",-69.54816,43.19742,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5394",NA,NA
"195","Larus argentatus","Laridae","2005-07-29T17:32:24Z",-69.60837,43.29879,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11091",NA,NA
"196","Larus argentatus","Laridae","2005-07-24T19:36:00Z",-70.0846,43.11317,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8644",NA,NA
"197","Larus argentatus","Laridae","2005-07-23T17:10:48Z",-69.58175,43.24758,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6515",NA,NA
"198","Oceanites oceanicus","Hydrobatidae","2005-07-28T20:31:48Z",-70.07958,43.11592,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10960",NA,NA
"199","Larus marinus","Laridae","2005-07-21T13:55:12Z",-69.47726,43.09127,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6004",NA,NA
"200","Larus argentatus","Laridae","2005-07-21T14:07:12Z",-69.47726,43.09127,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6078",NA,NA
"201","Larus argentatus","Laridae","2005-07-23T17:45:00Z",-69.54783,43.19716,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6723",NA,NA
"202","Larus argentatus","Laridae","2005-07-21T11:43:48Z",-69.60458,43.30075,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5211",NA,NA
"203","Puffinus gravis","Procellariidae","2005-07-23T19:00:36Z",-69.45834,43.04659,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7181",NA,NA
"204","Larus argentatus","Laridae","2005-07-28T19:31:12Z",-69.47741,43.09792,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10589",NA,NA
"205","Puffinus gravis","Procellariidae","2005-07-29T18:56:24Z",-69.47766,43.0968,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11601",NA,NA
"206","Larus marinus","Laridae","2005-07-24T18:31:48Z",-69.51973,43.14682,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8258",NA,NA
"207","Larus marinus","Laridae","2005-07-12T18:37:12Z",-70.10025,43.2271,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","2354",NA,NA
"208","Puffinus gravis","Procellariidae","2005-07-15T19:46:48Z",-69.48375,43.132,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","3098",NA,NA
"209","Puffinus gravis","Procellariidae","2005-07-20T18:21:36Z",-69.58383,43.24825,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","3998",NA,NA
"210","Larus argentatus","Laridae","2005-07-24T18:49:12Z",-69.47205,43.09834,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8362",NA,NA
"211","Larus argentatus","Laridae","2005-07-20T19:22:12Z",-69.521,43.1465,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4368",NA,NA
"212","Larus marinus","Laridae","2005-07-20T19:59:24Z",-69.473,43.09941,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4592",NA,NA
"213","Larus marinus","Laridae","2005-07-29T19:15:00Z",-69.45392,43.04811,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11712",NA,NA
"214","Oceanites oceanicus","Hydrobatidae","2005-07-23T19:04:12Z",-69.45834,43.04659,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7201",NA,NA
"215","Larus argentatus","Laridae","2005-07-21T11:44:24Z",-69.60458,43.30075,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5215",NA,NA
"216","Oceanites oceanicus","Hydrobatidae","2005-07-20T18:13:48Z",-69.58383,43.24825,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","3949",NA,NA
"217","Larus marinus","Laridae","2005-07-20T18:28:12Z",-69.54642,43.19733,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4039",NA,NA
"218","Larus marinus","Laridae","2005-07-20T18:13:12Z",-69.58383,43.24825,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","3946",NA,NA
"219","Larus marinus","Laridae","2005-07-15T18:54:36Z",-69.54767,43.23541,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","2786",NA,NA
"220","Larus marinus","Laridae","2005-07-20T17:58:12Z",-69.61142,43.29967,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","3855",NA,NA
"221","Larus argentatus","Laridae","2005-07-29T19:18:00Z",-69.45392,43.04811,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11732",NA,NA
"222","Puffinus gravis","Procellariidae","2005-07-26T17:40:48Z",-70.04225,43.207,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","9807",NA,NA
"223","Larus argentatus","Laridae","2005-07-24T18:49:12Z",-69.47205,43.09834,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8364",NA,NA
"224","Puffinus gravis","Procellariidae","2005-07-20T18:23:24Z",-69.58383,43.24825,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4008",NA,NA
"225","Oceanites oceanicus","Hydrobatidae","2005-07-29T19:45:00Z",-69.96523,43.05121,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11897",NA,NA
"226","Larus marinus","Laridae","2005-07-29T18:57:00Z",-69.47766,43.0968,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11603",NA,NA
"227","Larus marinus","Laridae","2005-07-23T18:46:12Z",-69.47684,43.09874,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7090",NA,NA
"228","Larus argentatus","Laridae","2005-07-29T17:33:00Z",-69.60837,43.29879,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11096",NA,NA
"229","Oceanites oceanicus","Hydrobatidae","2005-07-23T18:06:36Z",-69.52267,43.14533,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6852",NA,NA
"230","Larus marinus","Laridae","2005-07-21T12:40:12Z",-69.54816,43.19742,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5557",NA,NA
"231","Puffinus gravis","Procellariidae","2005-07-11T14:28:48Z",-69.51187,43.14942,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","557",NA,NA
"232","Larus argentatus","Laridae","2005-07-20T18:58:12Z",-69.54642,43.19733,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","4220",NA,NA
"233","Larus marinus","Laridae","2005-07-21T13:57:36Z",-69.47726,43.09127,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6021",NA,NA
"234","Larus marinus","Laridae","2005-07-26T17:43:48Z",-70.04225,43.207,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","9826",NA,NA
"235","Larus marinus","Laridae","2005-07-23T18:33:36Z",-69.52267,43.14533,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7015",NA,NA
"236","Larus argentatus","Laridae","2005-07-26T15:04:48Z",-69.60992,43.30025,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","8869",NA,NA
"237","Larus marinus","Laridae","2005-07-29T17:59:24Z",-69.59088,43.24429,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11256",NA,NA
"238","Larus argentatus","Laridae","2005-07-21T13:13:48Z",-69.51974,43.14525,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5757",NA,NA
"239","Oceanites oceanicus","Hydrobatidae","2005-07-23T19:42:00Z",-70.08092,43.11217,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7429",NA,NA
"240","Larus argentatus","Laridae","2005-07-28T20:09:00Z",-69.45475,43.0495,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10820",NA,NA
"241","Puffinus gravis","Procellariidae","2005-07-29T18:37:12Z",-69.51305,43.14563,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11485",NA,NA
"242","Larus marinus","Laridae","2005-07-28T18:15:00Z",-69.58684,43.24659,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10132",NA,NA
"243","Larus marinus","Laridae","2005-07-28T17:40:12Z",-69.61541,43.303,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","9921",NA,NA
"244","Larus marinus","Laridae","2005-07-28T20:34:48Z",-70.07958,43.11592,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10979",NA,NA
"245","Larus marinus","Laridae","2005-07-21T11:57:36Z",-69.58708,43.24125,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5294",NA,NA
"246","Oceanites oceanicus","Hydrobatidae","2005-07-21T12:03:36Z",-69.58708,43.24125,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5333",NA,NA
"247","Larus marinus","Laridae","2005-07-23T17:06:00Z",-69.59509,43.30133,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","6484",NA,NA
"248","Puffinus gravis","Procellariidae","2005-07-21T11:41:24Z",-69.60458,43.30075,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","5199",NA,NA
"249","Larus marinus","Laridae","2005-07-29T18:16:48Z",-69.54374,43.19962,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11359",NA,NA
"250","Morus bassanus","Sulidae","2005-07-29T20:02:24Z",-70.04668,43.21004,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","12001",NA,NA
"251","Puffinus gravis","Procellariidae","2005-07-28T20:04:48Z",-69.45475,43.0495,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10791",NA,NA
"252","Oceanites oceanicus","Hydrobatidae","2005-07-23T19:34:12Z",-69.97117,43.05042,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","7383",NA,NA
"253","Larus marinus","Laridae","2005-07-29T17:54:00Z",-69.59088,43.24429,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","11223",NA,NA
"254","Oceanites oceanicus","Hydrobatidae","2005-07-28T18:18:00Z",-69.58684,43.24659,"HumanObservation",2005,NA,NA,NA,NA,"dcfd7b00-e5d5-489b-9843-e8364f6a2a52","GoMA",NA,"Platts Bank Aerial Survey","10151",NA,NA
